event_code,season,first_place,second_place,third_place,fourth_place,fifth_place,sixth_place,seventh_place,eighth_place,ninth_place,tenth_place
STA12,6,Patrick Schmitz,Jeffery Williams,Patrick Bennett,Kevin Hensley,Jesse West,Callum Davison,Duncan Wood,Damon Peterson,Michael Gordon,Darius Grimes
STA12,7,Kevin Kent,Craig Smith,Juan Gaytán,Andrew Collins,Adam Milmo,Mark Estrada,Kevin Hensley,Luis Arranz,Damon Peterson,Jesse West
STA12,8,Patrick Schmitz,Darius Grimes,Elliot Holmes,David Munoz,Zachary Patel,Russell Warner,Mark Estrada,Pavel Čermák,Michael Jäkel,Peter Steiger
STA12,9,Kevin Hensley,Sean Taylor,Diogo Freitas,Tyler Maughan,Tomas Brožová,Michael Russell,David Garcia,Darius Grimes,Antanas Žukauskas,Terry Nguyen
STA12,10,Sean Taylor,Ronald Wilcox,Conor Lee,Chad Jones,Bryan Washington,Manuel Manning,Joe Hayes,Bryan Lennon,Michael Gordon,David Munoz
STA13,1,Sean Taylor,Kaur Tamm,Mark Estrada,Francisco Guajardo,Patrick Schmitz,Nicholas Taylor,Karoly Molnár,Travis Callahan,Martin Simmons,Josh Boyce
STA13,2,Bjorn Kjóisdóttir,Patrick Schmitz,Andrew Collins,Constantin Albu,Elliott Phillips,Michael Davis,Kevin Kent,Mark Perry,Nicholas Taylor,Chad Jones
STA13,3,Ethan Cox,Kevin Kent,Bjorn Kjóisdóttir,Darius Grimes,Patrick Schmitz,Nathan Banks,Billy Williams,Callum Davison,Steven Keller,William Ortega
STA13,4,Kevin Roberts,Luis Arranz,Anthony Reid,Anthony Gaines,Jose Lucero,Craig Jackson,Manuel Manning,Francisco Guajardo,Daniel Brown,Robert Jones
STA13,5,Patrick Schmitz,Christian Henry,Conor Lee,David Ruiz,Callum Davison,David Munoz,Ryan Hubbard,Billy Williams,Luis Arranz,Manuel Manning
STA13,6,Darius Grimes,Duncan Wood,Anthony Gaines,James Jennings,Patrick Schmitz,David Morris,Antanas Žukauskas,Austin Love,Ryan Hubbard,Tomas Brožová
STA13,7,Pavel Čermák,Dillon Stanley,Constantin Albu,Sean Taylor,Brandon Baker,David Morris,Michael Davis,Travis Callahan,Chad Jones,Vasile Tomescu
STA13,8,Michael Russell,Andreas Weinhage,David Morris,Randall Miller,Aidan Reardon,Mark Estrada,Pavel Čermák,Callum Davison,Michael Davis,Damon Peterson
STA13,9,Manuel Manning,Brandon Baker,Russell Warner,David Garcia,Timo Varis,Anders Thomsen,Juan Bird,Conor Lee,Diogo Freitas,Dale Howell
STA13,10,Dale Howell,Jesse West,Vasile Tomescu,Chad Jones,Anders Thomsen,Michael Carrillo,Brandon Baker,Danny Taylor,Travis Callahan,Harry Miles
STA14,1,Ethan Cox,Karoly Molnár,Tomas Brožová,Francisco Guajardo,David Kennedy,Mark Estrada,Daniel Wagner,David Munoz,Austin Love,Charles Leonard
STA14,2,Patrick Schmitz,Jeffery Williams,Bjorn Kjóisdóttir,Cole Smith,Jozsef Horváth,Randall Miller,Leslie Moore,Chad Jones,Harry Miles,Zachary Patel
STA14,3,Mark Estrada,Luke Clark,Vasile Tomescu,Austin Love,Josh Boyce,Daniel Whitaker,Kevin Kent,Jose Lucero,Aaron Doyle,Travis Callahan
STA14,4,Patrick Schmitz,William Ortega,Michael Wenger,Michael Crawford,Andrew Collins,Nicholas Taylor,Christian Henry,Francisco Guajardo,Pavel Čermák,Leslie Moore
STA14,5,Gareth Saunders,Austin Love,Kevin Hensley,Mark Perry,Tyler Maughan,Ryan Hubbard,Anthony Gaines,Carlos Smith,Constantin Albu,Travis Johnson
STA14,6,Sean Taylor,Derrick Robinson,Ethan Cox,Pavel Čermák,Simon Wilson,Aaron Doyle,Darrell Baker,Anthony Reid,Damon Peterson,Michael Davis
STA14,7,Michael Davis,Michael Russell,David Morris,Milan Paľovčík,Tyler Maughan,Christian Henry,Leslie Moore,Luke Clark,Manuel Manning,Kyle Morales
STA14,8,Manuel Manning,Adam Milmo,Bjorn Kjóisdóttir,Damon Peterson,Brandon Baker,Adam Franco,Jeffery Williams,Michael Gordon,Craig Smith,Darius Grimes
STA14,9,Dale Howell,Vasile Tomescu,Mark Perry,Jesse West,Adam Milmo,Aidan Reardon,Michael Johnson,Brandon Baker,Michael Davis,Michael Russell
STA14,10,Josh Boyce,Billy Williams,Jason Clark,Christian Henry,Craig Smith,Joshua Church,Joe Heath,Michael Jäkel,Kevin Kent,Kevin Thomas
STA15,1,Ethan Cox,Karoly Molnár,Nicholas Taylor,David Johnston,Luis Arranz,Gareth Saunders,Andrew Collins,Adam Franco,Patrick Schmitz,Peter Heß
STA15,2,Elliott Phillips,Patrick Schmitz,Jesse West,Jozsef Horváth,Kevin Kent,Jeffery Williams,Leslie Moore,Nicholas Taylor,Ferenc Kiss,Aaron Doyle
STA15,3,Travis Callahan,Ethan Cox,Mark Estrada,William Ortega,Harry Miles,Bjorn Kjóisdóttir,Luis Arranz,Leslie Moore,Aidan Reardon,Cole Smith
STA15,4,Randall Miller,Aidan Reardon,David Kennedy,Adam Milmo,Kevin Kent,Nicholas Taylor,Kyle Morales,Ruari Magee,Travis Callahan,Manuel Manning
STA15,5,William Ortega,Adam Franco,Russell Warner,Karoly Molnár,Luis Arranz,Martin Simmons,Timo Varis,Aaron Doyle,Piet De Coninck,Jeffery Williams
STA15,6,Constantin Albu,Vasile Tomescu,Pavel Čermák,Kevin Kent,Ryan Hubbard,Karoly Molnár,Conor Lee,Mark Estrada,Adam Franco,Ethan Cox
STA15,7,Vasile Tomescu,Aaron Doyle,Jeremy Freeman,Darrell Baker,Randall Miller,Kaur Tamm,Joe Heath,Trevor Booker,Travis Callahan,Abdul Shaw
STA15,8,Conor Lee,Travis Callahan,Oliver Smith,Eric Welch,Harry Miles,Leslie Moore,Shane Harris,Dennis Lyons,Adam Milmo,Jose Lucero
STA15,9,Juan Bird,David Munoz,William Ortega,Leslie Moore,Ethan Cox,Aaron Doyle,David Garcia,Diogo Freitas,Jesse West,Brandon Baker
STA15,10,Nathaniel Dunn,Joe Hayes,Philip Hall,Michael Sorgatz,Christian Henry,Tomas Brožová,Karoly Molnár,Constantin Albu,Tyler Maughan,Damon Peterson
STA16,1,Ethan Cox,Karoly Molnár,Michael Johnson,Kaur Tamm,Travis Callahan,David Ruiz,Sean Taylor,Gary Jacobson,Tony Allen,James Dyer
STA16,2,Kevin Kent,Luis Arranz,Vasile Tomescu,Randall Miller,Nathan Banks,Kaur Tamm,Andrew Collins,Constantin Albu,Jeffery Williams,Cole Smith
STA16,3,Mark Estrada,Darius Grimes,Kevin Kent,Bjorn Kjóisdóttir,Karoly Molnár,Luke Clark,Jesse West,Martin Simmons,Luis Arranz,David Munoz
STA16,4,Jesse West,Constantin Albu,Ryan Hubbard,Mark Perry,Karoly Molnár,Josh Boyce,Diogo Freitas,Callum Davison,Adam Franco,Nuno Antunes
STA16,5,Peter Steiger,Charles Leonard,Francisco Guajardo,Russell Warner,Bjorn Kjóisdóttir,Sean Taylor,Michael Crawford,Jeffery Williams,Conor Lee,Billy Williams
STA16,6,Zachary Patel,Harry Miles,Hans Fankhauser,Travis Callahan,Conor Lee,Adam Milmo,Jose Lucero,Callum Davison,Josh Boyce,David Thomas
STA16,7,Leslie Moore,Darius Grimes,Mark Perry,David Morris,Bjorn Kjóisdóttir,Mark Estrada,Brandon Baker,Ethan Cox,Alexander Campbell,Christian Henry
STA16,8,Stephen Schwartz,Eric Welch,Macauley McCluskey,Nathan Banks,Constantin Stănescu,Patrick Schmitz,Philip Hall,Mark Estrada,Vasile Tomescu,Shane Harris
STA16,9,Michael Crawford,Pavel Čermák,David Morris,Aidan Reardon,Vasile Tomescu,Aaron Doyle,Darius Grimes,Manuel Manning,Kevin Hensley,Terence Heaney
STA16,10,Joe Hayes,Karoly Molnár,Vasile Tomescu,Peter Steiger,Sean Taylor,Leslie Moore,Travis Callahan,Adam Milmo,Patrick Schmitz,Mark Estrada
STA02,1,Andrew Collins,Patrick Schmitz,David Munoz,Jozsef Horváth,Randall Miller,Tomas Brožová,Milan Paľovčík,Michael Davis,Luis Arranz,Richard Wilkins
STA02,2,Leslie Moore,Andrew Collins,Constantin Albu,Kevin Kent,Adam Milmo,Diogo Freitas,Patrick Schmitz,Jozsef Horváth,Michael Davis,Charles Leonard
STA02,3,Bjorn Kjóisdóttir,Mark Estrada,Ethan Cox,Leslie Moore,Chad Jones,Karoly Molnár,Austin Love,Aidan Reardon,Travis Callahan,Charles Leonard
STA02,4,Constantin Albu,Jeffery Williams,Kevin Kent,Travis Callahan,Darius Grimes,Michael Crawford,Martin Simmons,Simon Wilson,Kevin Hensley,Timo Varis
STA02,5,Anders Thomsen,James Baker,Craig Jackson,Randall Miller,Anthony Gaines,Pavel Čermák,Jeffery Williams,Leslie Moore,Bjorn Kjóisdóttir,Vasile Tomescu
STA02,6,Kevin Roberts,Luis Arranz,Craig Smith,Jose Lucero,Randall Miller,William Ortega,Callum Davison,Patrick Schmitz,Elliot Holmes,Karoly Molnár
STA02,7,Christian Henry,Conor Lee,Elliot Holmes,Jason Clark,Zachary Patel,Philip Hall,Kevin Kent,Simon Wilson,Bjorn Kjóisdóttir,Shane Harris
STA02,8,Conor Lee,Michael Gordon,Ryan Hubbard,Billy Williams,Peter Steiger,Oliver Smith,Charles Leonard,Colton Hammond,Martin Simmons,Joe Heath
STA02,9,Huynh Phạm,Tyler Maughan,Sean Taylor,Abdul Shaw,Eric Welch,Joe Heath,Charles Leonard,Andrew Collins,Darius Grimes,Gary Allison
STA02,10,Damon Peterson,Leslie Moore,Karoly Molnár,Danny Taylor,Kevin Hensley,Patrick Schmitz,Milan Paľovčík,Randall Miller,Macauley McCluskey,Martin Simmons
STA03,1,Andrew Collins,Patrick Schmitz,Karoly Molnár,Elliott Phillips,Manuel Manning,David Ruiz,Kyle Morales,Jozsef Horváth,Michael Nash,Cole Smith
STA03,2,Darius Grimes,Adam Franco,Kyle Morales,Patrick Schmitz,Mark Perry,Chad Jones,Adam Milmo,Kevin Kent,Travis Callahan,Vasile Tomescu
STA03,3,Sean Taylor,Constantin Albu,Travis Callahan,Harry Miles,Josh Boyce,David Munoz,Francisco Guajardo,Mark Perry,Austin Love,Patrick Schmitz
STA03,4,Callum Davison,Patrick Schmitz,Kyle Morales,Pavel Čermák,Juan Gaytán,Constantin Albu,Kaur Tamm,Christian Henry,Gareth Saunders,Luke Clark
STA03,5,Conor Lee,Zachary Patel,Martin Simmons,Kevin Kent,Peter Sanders,Charles Leonard,David Munoz,Anthony Reid,Patrick Schmitz,Jozsef Horváth
STA03,6,Mark Estrada,Luke Clark,Billy Williams,Andre Bright,Adam Milmo,Anthony Reid,Michael Gordon,Vasile Tomescu,Patrick Bennett,Travis Callahan
STA03,7,Michael Davis,Chad Jones,Tyler Maughan,Francisco Guajardo,Kevin Roberts,Jesse West,Luis Arranz,Patrick Schmitz,Brandon Silva,Kevin Hensley
STA03,8,Aidan Reardon,Damon Peterson,Anthony Reid,Bjorn Kjóisdóttir,Milan Paľovčík,Conor Lee,Peter Steiger,Kevin Kent,Travis Callahan,Patrick Bennett
STA03,9,Jesse West,Mark Estrada,Joe Heath,Pavel Čermák,Kevin Kent,Jeffery Williams,Martin Simmons,Danny Taylor,Adam Milmo,Anthony Reid
STA03,10,Leslie Moore,Patrick Schmitz,Andrew Collins,Conor Lee,Mark Estrada,Juan Bird,Kaur Tamm,Diogo Freitas,Charles Leonard,John Krause
STA04,1,Randall Miller,David Munoz,Darius Grimes,Jozsef Horváth,Vasile Tomescu,Patrick Schmitz,Josh Boyce,Kevin Roberts,Timo Varis,Andrew Collins
STA04,2,Kevin Kent,Patrick Schmitz,Kyle Morales,Andrew Collins,Randall Miller,Jozsef Horváth,Elliott Phillips,Diogo Freitas,Chad Jones,Joe Heath
STA04,3,Darius Grimes,Luke Clark,Mark Estrada,Ethan Cox,Diogo Freitas,Travis Callahan,Francisco Guajardo,Anthony Reid,Austin Love,Michael Gordon
STA04,4,Jeremy Freeman,Diogo Freitas,Ryan Hubbard,Adam Milmo,Austin Love,Darrell Baker,Kaur Tamm,Vasile Tomescu,Timothy Francis,Andrew Collins
STA04,5,Pavel Čermák,Martin Simmons,Tyler Maughan,Francisco Guajardo,Luis Arranz,Dillon Stanley,Diogo Freitas,Michael Davis,Leslie Moore,Adam Milmo
STA04,6,Damon Peterson,Brandon Baker,Derrick Robinson,Mark Estrada,Patrick Bennett,Martin Simmons,Kevin Hensley,David Morris,Christian Henry,Zachary Patel
STA04,7,Jesse West,Kevin Kent,Christian Henry,Milan Paľovčík,Vasile Tomescu,Travis Callahan,Jozsef Horváth,Francisco Guajardo,Andrew Collins,Michael Crawford
STA04,8,Karoly Molnár,Patrick Schmitz,Leslie Moore,Michael Davis,Joe Heath,Timothy Hamilton,Ethan Cox,Jason Clark,Callum Davison,Elliott Phillips
STA04,9,Jesse West,Mark Perry,Michael Russell,Adam Franco,Christian Henry,Mark Estrada,Timo Varis,Charles Leonard,Juan Gaytán,Manuel Manning
STA04,10,Aaron Doyle,Danny Taylor,Ryan Hubbard,Craig Smith,Kaur Tamm,David Morris,Martin Simmons,Daniel Whitaker,Manuel Manning,Mark Estrada
STA05,1,Andrew Collins,David Munoz,Tomas Brožová,Jozsef Horváth,Manuel Manning,Elliott Phillips,Michael Davis,Jermaine Foster,Patrick Schmitz,James Dyer
STA05,2,Christopher Dudley,Kevin Kent,Adam Milmo,Duncan Wood,Elliott Phillips,Andrew Collins,Harry Miles,Darius Grimes,Michael Davis,Terence Heaney
STA05,3,Constantin Albu,Aidan Reardon,Karoly Molnár,Manuel Manning,Mark Perry,Jose Lucero,Sean Taylor,David Kennedy,Harry Miles,Kaur Tamm
STA05,4,Charles Leonard,Nathan Banks,Bjorn Kjóisdóttir,Patrick Schmitz,Martin Simmons,Dillon Stanley,Diogo Freitas,Dennis Compton,William Ortega,Manuel Manning
STA05,5,Karoly Molnár,Leslie Moore,Conor Lee,Martin Simmons,Andrew Collins,Elliot Holmes,Kevin Hensley,Constantin Albu,Sean Taylor,Anthony Gaines
STA05,6,Jeffery Williams,Mark Estrada,Vasile Tomescu,Aidan Reardon,Francisco Guajardo,Constantin Albu,Simon Wilson,Jozsef Horváth,Conor Lee,Dillon Stanley
STA05,7,Karoly Molnár,Elliott Phillips,Cristian Salazar,Kevin Kent,Mark Estrada,Ethan Cox,Darius Grimes,Adam Franco,Dillon Stanley,Alexander Campbell
STA05,8,Randall Miller,Christopher Dudley,Damon Peterson,Kaur Tamm,Macauley McCluskey,Adam Franco,Stephen Schwartz,Mark Perry,Juan Gaytán,James Jennings
STA05,9,Aaron Doyle,Steven Keller,Michael Davis,Terence Heaney,James Jennings,Terry Nguyen,Ryan Hubbard,David Morris,Juan Bird,Elliott Phillips
STA05,10,David Munoz,Peter Steiger,Diogo Freitas,Brandon Baker,Adam Franco,Conor Lee,Michael Davis,Steven Keller,Aidan Reardon,Jesse West
STA06,1,Randall Miller,Austin Love,Kaur Tamm,Zachary Patel,Michael Johnson,Darius Grimes,William Ortega,Josh Boyce,Manuel Manning,Vasile Tomescu
STA06,2,Randall Miller,Leslie Moore,Aaron Doyle,Constantin Albu,Darius Grimes,Jozsef Horváth,Andrew Collins,Klaus Frühwirth,David Munoz,Travis Callahan
STA06,3,Sean Taylor,Ethan Cox,Francisco Guajardo,Karoly Molnár,Bjorn Kjóisdóttir,Darius Grimes,Travis Callahan,Jesse West,Malcolm Chambers,Leslie Moore
STA06,4,Martin Simmons,Joe Heath,Aaron Doyle,Bjorn Kjóisdóttir,James Dennis,Christopher Ward,Mark Perry,Terence Heaney,Charles Leonard,Juan Gaytán
STA06,5,Jesse West,Charles Leonard,Krzysztof Kaszkowiak,Sean Taylor,Christopher Dudley,Constantin Albu,Damon Peterson,Martin Simmons,Mark Perry,Dennis Lyons
STA06,6,Michael Davis,Manuel Manning,Russell Warner,Harry Miles,Andrew Collins,James Dennis,Christian Leblanc,Constantin Albu,Nathan Banks,Terence Heaney
STA06,7,Conor Lee,Anders Thomsen,Kevin Kent,Mark Estrada,Duncan Wood,Leslie Moore,Chad Jones,Steven Keller,Craig Smith,Randall Miller
STA06,8,John Krause,Michael Johnson,Stephen Schwartz,Martin Simmons,Manuel Manning,Philip Hall,Tyler Maughan,Constantin Albu,Mark Estrada,Peter Steiger
STA06,9,Vasile Tomescu,Mark Estrada,Danny Taylor,Milan Paľovčík,Tomas Brožová,Anders Thomsen,Oliver Smith,Antanas Žukauskas,Kevin Kent,Philip Hall
STA06,10,Pavel Čermák,Juan Bird,Tomas Brožová,Jesse West,Michael Crawford,Nathaniel Dunn,Danny Taylor,David Morris,Mark Estrada,Joe Heath
STA07,1,Randall Miller,Kaur Tamm,Zachary Patel,Patrick Schmitz,David Ruiz,Nicholas Taylor,Austin Love,David Munoz,Kyle Morales,James Dyer
STA07,2,Darius Grimes,Andrew Collins,Constantin Albu,Kevin Kent,Aaron Doyle,Diogo Freitas,Luis Arranz,Manuel Manning,Leslie Moore,Christopher Dudley
STA07,3,Mark Estrada,Karoly Molnár,Bjorn Kjóisdóttir,Luke Clark,Josh Boyce,Francisco Guajardo,Travis Callahan,Kevin Kent,Billy Williams,Duncan Wood
STA07,4,Kevin Kent,Mark Estrada,Duncan Wood,Klaus Frühwirth,Joseph Black,Diogo Freitas,Anthony Reid,Francisco Guajardo,Craig Smith,David Munoz
STA07,5,Kyle Morales,Leslie Moore,Dennis Lyons,Tomas Brožová,James Jennings,Charles Leonard,Kaur Tamm,Luke Clark,Jeffery Williams,Mark Estrada
STA07,6,Anthony Reid,Sean Taylor,Antanas Žukauskas,Adam Milmo,Jeffery Williams,David Morris,Pavel Čermák,Aidan Reardon,Karoly Molnár,Philip Hall
STA07,7,Jesse West,Terence Heaney,Dennis Lyons,Christian Henry,Manuel Manning,Luis Arranz,Steven Keller,Timo Varis,Mark Estrada,Jose Lucero
STA07,8,Kevin Kent,Karoly Molnár,Craig Jackson,Juan Bird,Bjorn Kjóisdóttir,Michael Russell,Adam Milmo,Darius Grimes,Philip Hall,Jesse West
STA07,9,Jesse West,Leslie Moore,Luke Clark,Joe Heath,Darius Grimes,Daniel Whitaker,David Johnston,James Dennis,Francisco Guajardo,Eric Welch
STA07,10,Andrew Collins,Patrick Schmitz,Ryan Hubbard,Philip Hall,Macauley McCluskey,Bjorn Kjóisdóttir,Duncan Wood,Stephen Schwartz,Craig Smith,Jesse West
STA08,1,Andrew Collins,Karoly Molnár,Jozsef Horváth,Randall Miller,Austin Love,Billy Williams,Nicholas Taylor,David Johnston,Kaur Tamm,David Munoz
STA08,2,Andrew Collins,Kevin Kent,Luis Arranz,Darius Grimes,Patrick Schmitz,Vasile Tomescu,Leslie Moore,Aaron Doyle,Jozsef Horváth,Nicholas Taylor
STA08,3,Ethan Cox,Darius Grimes,Harry Miles,Karoly Molnár,Travis Callahan,Sean Taylor,Constantin Albu,Vasile Tomescu,Jeffery Williams,Luke Clark
STA08,4,Sean Taylor,Ryan Hubbard,Aidan Reardon,David Munoz,Milan Paľovčík,Martin Simmons,Frank Cole,Craig Smith,Adam Franco,Edgars Turiņš
STA08,5,Travis Callahan,Martin Simmons,Tomas Brožová,Luis Arranz,Manuel Manning,Darius Grimes,Tyler Maughan,Jesse West,Joe Heath,Anders Thomsen
STA08,6,William Ortega,Kevin Kent,Craig Jackson,Simon Wilson,Michael Davis,Jesse West,Russell Warner,Randall Miller,Bjorn Kjóisdóttir,Vasile Tomescu
STA08,7,Jesse West,Karoly Molnár,Mark Estrada,Darius Grimes,Constantin Albu,Zachary Patel,Harry Miles,Craig Smith,Darrell Baker,Charles Leonard
STA08,8,Kevin Kent,Anthony Gaines,Elliott Phillips,Mark Estrada,Terry Nguyen,Manuel Manning,Michael Johnson,Patrick Bennett,Trevor Booker,Jesse West
STA08,9,Kevin Kent,Aidan Reardon,James Jennings,Darius Grimes,Danny Taylor,Bjorn Kjóisdóttir,Michael Davis,Luis Arranz,Terence Heaney,Evan Dasey
STA08,10,Michael Jäkel,Michael Gordon,James Dennis,Philip Hall,Joshua Church,Travis Callahan,Martin Simmons,Peter Steiger,Kevin Thomas,Josh Boyce
STA09,1,Zachary Patel,Tomas Brožová,Austin Love,Vasile Tomescu,David Munoz,Mark Estrada,Sean Taylor,Billy Williams,Anthony Reid,Nicholas Taylor
STA09,2,Darius Grimes,Luis Arranz,Randall Miller,Kyle Morales,Mark Perry,Kevin Kent,Kaur Tamm,Constantin Albu,Anthony Reid,Jeffery Williams
STA09,3,Ethan Cox,Sean Taylor,Martin Simmons,Harry Miles,Jesse West,Francisco Guajardo,Nathan Banks,Vasile Tomescu,Bjorn Kjóisdóttir,William Ortega
STA09,4,Michael Crawford,Jesse West,Travis Callahan,Christian Henry,Tomas Brožová,Tyler Maughan,Martin Simmons,Luis Arranz,Nicholas Taylor,Jose Lucero
STA09,5,Craig Jackson,William Ortega,Bjorn Kjóisdóttir,Jesse West,Jozsef Horváth,Ryan Hubbard,Simon Wilson,Randall Miller,Damon Peterson,Timothy Hamilton
STA09,6,Jesse West,Ethan Cox,Karoly Molnár,Kevin Kent,Travis Callahan,David Munoz,Joe Heath,Luke Clark,Patrick Schmitz,Harry Miles
STA09,7,Anthony Gaines,Michael Johnson,Darius Grimes,Kevin Kent,Kevin Hensley,Bjorn Kjóisdóttir,Adam Milmo,Patrick Bennett,Vasile Tomescu,Elliott Phillips
STA09,8,James Jennings,Sean Taylor,Constantin Albu,Darius Grimes,Mark Estrada,Christopher Dudley,Ryan Hubbard,Darrell Baker,Peter Steiger,Eric Welch
STA09,9,Marc Marks,Patrick Schmitz,Aidan Reardon,Jeremy Freeman,Billy Williams,James Dennis,David Johnston,Steven Keller,Ethan Cox,Michael Crawford
STA09,10,Owen Taylor,Kaur Tamm,William Ortega,Joe Hayes,Nathan Banks,Oliver Smith,Jeremy Freeman,Ryan Hubbard,Danny Taylor,Jose Lucero
INV1,1,Andrew Collins,Elliott Phillips,Tomas Brožová,Jozsef Horváth,Vasile Tomescu,Mark Estrada,David Munoz,Travis Callahan,Joe Heath,Michael Johnson
INV1,2,Patrick Schmitz,Leslie Moore,Luis Arranz,Kyle Morales,Mark Perry,Jozsef Horváth,Adam Milmo,Andrew Collins,Duncan Wood,Sean Taylor
INV1,3,Kevin Kent,William Ortega,Karoly Molnár,Manuel Manning,Sean Taylor,Jesse West,Patrick Schmitz,Martin Simmons,Terence Heaney,Ethan Cox
INV1,4,Randall Miller,Vasile Tomescu,William Ortega,Michel Charlier,Harry Miles,Michael Gordon,Sean Taylor,Jesse West,Trevor Booker,Constantin Albu
INV1,5,Jose Lucero,Patrick Schmitz,Deaglan Brannelly,Conor Lee,Callum Davison,Kevin Roberts,Adam Williams,Pavel Čermák,Mark Estrada,Andrew Collins
INV1,6,Christian Henry,Elliot Holmes,Aidan Reardon,Milan Paľovčík,Kaur Tamm,Darius Grimes,Jozsef Horváth,Jeffery Williams,Kevin Hensley,Simon Wilson
INV1,7,Kevin Hensley,Conor Lee,Pavel Čermák,Jesse West,Anthony Reid,Constantin Stănescu,Luke Clark,Andrew Collins,Leslie Moore,Peter Steiger
INV1,8,Abdul Shaw,Diogo Freitas,Sean Taylor,Luke Clark,Nathan Banks,Charles Leonard,Francisco Guajardo,Kaur Tamm,Philip Hall,Manuel Manning
INV1,9,Martin Simmons,Nathan Banks,Manuel Manning,Sean Taylor,Huynh Phạm,Giuseppe Bernardini,Juan Bird,Jeremy Freeman,Elliott Phillips,Anders Thomsen
INV1,10,Kevin Kent,Martin Simmons,Vasile Tomescu,Christian Henry,Eric Welch,Dennis Lyons,Aidan Reardon,Bryan Lennon,John Krause,Russell Warner
INV2,1,Andrew Collins,Patrick Schmitz,David Munoz,Elliott Phillips,Zachary Patel,Darius Grimes,Dennis Lyons,Luis Arranz,Luke Clark,Ethan Cox
INV2,2,Kevin Kent,Kyle Morales,Diogo Freitas,Leslie Moore,Mark Perry,Chad Jones,Adam Franco,Darius Grimes,Samuel Gates,Trevor Booker
INV2,3,Ethan Cox,Vasile Tomescu,Sean Taylor,Jesse West,Kevin Kent,Josh Boyce,Francisco Guajardo,Constantin Albu,David Munoz,Adam Franco
INV2,4,Christian Henry,John Case,Bjorn Kjóisdóttir,Aidan Reardon,Joseph Black,Jason Clark,Zachary Patel,Kevin Kent,Kaur Tamm,Daniel Brown
INV2,5,Conor Lee,Bjorn Kjóisdóttir,Diogo Freitas,Dennis Lyons,Jesse West,Kevin Hensley,Aidan Reardon,Karoly Molnár,Travis Callahan,Luke Clark
INV2,6,Tyler Maughan,Manuel Manning,Luke Clark,Sean Taylor,Diogo Freitas,Dillon Stanley,Martin Simmons,Joe Heath,Samuel Gates,Leslie Moore
INV2,7,Milan Paľovčík,Kevin Kent,Constantin Albu,Derrick Robinson,Manuel Manning,Zachary Patel,Kevin Hensley,Nathan Banks,Michael Davis,Peter Steiger
INV2,8,Kevin Kent,Mark Estrada,Jeffery Williams,Oliver Smith,Michael Davis,Milan Paľovčík,Dennis Lyons,Jozsef Horváth,Conor Lee,Francisco Guajardo
INV2,9,Karoly Molnár,Patrick Schmitz,Michael Davis,Leslie Moore,Christian Henry,Craig Smith,Mark Estrada,Elliott Phillips,Ethan Cox,John Krause
INV2,10,Daniel Whitaker,Mark Perry,Conor Lee,Adam Franco,Michael Carrillo,Bryan Lennon,Jesse West,Martin Simmons,Constantin Albu,Shane Harris
INV3,1,Andrew Collins,Kaur Tamm,Dennis Lyons,David Ruiz,Patrick Schmitz,Vasile Tomescu,Billy Williams,Duane Wood,Kevin Roberts,Michael Nash
INV3,2,Darius Grimes,Kevin Kent,Luis Arranz,Andrew Collins,Leslie Moore,Constantin Albu,Aaron Doyle,Casey Gutierrez,Mark Perry,Trevor Booker
INV3,3,Sean Taylor,Harry Miles,Ethan Cox,Jeffery Williams,Francisco Guajardo,Aaron Doyle,Austin Love,Josh Boyce,Leslie Moore,Constantin Albu
INV3,4,Christopher Dudley,Aaron Doyle,David Johnston,Malcolm Chambers,Timo Varis,Kaur Tamm,Brandon Silva,Francisco Guajardo,Daniel Whitaker,John Case
INV3,5,Ryan Hubbard,Michael Davis,Darrell Baker,Terence Heaney,Craig Smith,Damon Peterson,Russell Warner,Travis Callahan,Kyle Morales,Christopher Dudley
INV3,6,Kevin Kent,Simon Wilson,Philip Hall,Steven Keller,William Ortega,Billy Williams,Michael Davis,Kyle Morales,Christian Henry,Anthony Reid
INV3,7,Christian Henry,Kaur Tamm,Timo Varis,Leslie Moore,Damon Peterson,Constantin Albu,Elliot Holmes,Constantin Stănescu,Kevin Hensley,Anthony Reid
INV3,8,Anders Thomsen,Antanas Žukauskas,Chad Jones,John Krause,Brandon Baker,Damon Peterson,Karoly Molnár,Michael Davis,Jason Clark,Tomas Brožová
INV3,9,Travis Callahan,Michael Crawford,Ethan Cox,Juan Bird,Christian Henry,Luis Arranz,Eric Welch,Pavel Čermák,John Krause,Danny Taylor
INV3,10,Russell Warner,Ryan Hubbard,Michael Sorgatz,Michael Russell,Francisco Guajardo,Adam Milmo,Kyle Morales,Harry Miles,Danny Taylor,Darius Grimes
INV4,1,Zachary Patel,Kevin Roberts,Sean Taylor,Randall Miller,Austin Love,Mark Estrada,Jeffery Williams,Tony Allen,Andrew Collins,Steven Keller
INV4,2,Patrick Schmitz,Leslie Moore,Constantin Albu,Luis Arranz,Kevin Kent,Jeffery Williams,Jozsef Horváth,Darius Grimes,Randall Miller,James Dennis
INV4,3,Ethan Cox,Vasile Tomescu,Jeffery Williams,Francisco Guajardo,Martin Simmons,David Kennedy,Constantin Albu,Aaron Doyle,Aidan Reardon,Travis Callahan
